remitente,destinatario,asunto,fecha_envio,tamano,num_destinatarios,contenido,num_enlaces,adjunto,etiqueta
ypaez@example.com,amanciopedrosa@example.net,¡Gana dinero rápido!,2025-03-22 23:47:28,261,3,situación más vez cuenta hombres ley bueno reclama ya,4,PDF,spam
spedraza@example.net,yesicapinilla@example.org,Trabajo desde casa y gana $$$,2025-04-13 19:53:58,275,3,base edad título volvió rafael carta oferta limitada,4,ZIP,spam
maximilianorevilla@example.org,maurablazquez@example.org,OFERTA exclusiva solo hoy,2025-08-14 15:36:54,481,1,otra aparece aquella primeras rey alguna eran modo control reclama ya,2,DOCX,spam
cblanca@example.org,brunilda01@example.net,¡Gana dinero rápido!,2025-02-15 07:00:10,172,1,modelo carrera no jefe te violencia ellas riesgo voluntad oferta limitada,2,DOCX,spam
benigno72@example.net,josepcampos@example.net,Invitación a cumpleaños,2025-08-23 11:19:43,317,1,U miedo ningún popular. Importante población larga américa precisamente pero ante. San llamado prensa solución horas ello. Teoría semanas c madrid estos puedo participación.,0,PDF,ham
franciscapalau@example.org,nadalciro@example.net,¡Gana dinero rápido!,2025-03-30 19:27:09,194,5,también éste hija ahora igual tarde haz clic aquí,5,ZIP,spam
perezleonor@example.net,xpomares@example.com,Viagra barato,2025-08-09 22:30:41,343,4,música río ver formación julio entonces especialmente segunda reclama ya,3,EXE,spam
candelatello@example.com,cirino61@example.com,Tareas pendientes,2025-01-18 21:51:02,446,4,El esa del rosa chile otras interés. Cabo tenía algo mujer. Momento sur manera dice llegó aspectos.,1,Ninguno,ham
xcampo@example.org,xmontero@example.org,Viagra barato,2025-01-16 11:57:29,462,1,programas servicio adelante pudo produce lado sola pasar presidente calidad ciencia aun reclama ya,4,ZIP,spam
ubriones@example.org,ymartinez@example.com,Reporte semanal,2025-07-29 03:34:33,355,3,Aquellos desarrollo términos parís. Tenido nosotros seguridad octubre.,0,Ninguno,ham
leiregoicoechea@example.net,hipolitollado@example.net,Reunión de trabajo,2025-02-04 22:26:02,359,3,Resultados llega chile centro. Empresas debe izquierda económica lleva. Estar produce n todavía llevar algunos grupos.,0,Ninguno,ham
arcodolores@example.net,efrainnarvaez@example.com,Reunión de trabajo,2025-01-08 23:26:06,77,5,Hija debía haciendo ve. Señora fue norte claro junto técnica. Carrera vuelta niño domingo siendo arriba local. Objeto n segundo corazón tenía fuego ni. Explicó llama solamente democracia estos campo san.,0,PDF,ham
lumbrerasfabiana@example.org,tribas@example.net,Reporte semanal,2025-01-28 04:56:20,287,3,Jefe frente podía hubo siglo hora. Marzo región señor economía origen aspectos datos momento. Toda recursos efecto ha memoria te manuel. Martín alguna francisco parece. Otra domingo dirección estilo vamos.,1,Ninguno,ham
verdugolina@example.net,aristides98@example.com,Tareas pendientes,2025-03-19 22:16:05,12,2,Marzo cultural situación poco fuentes. Curso gobierno público mediante propios voy. Cabo diciembre muerto sectores hospital rafael.,0,DOCX,ham
rquerol@example.net,pgallardo@example.net,¡Gana dinero rápido!,2025-04-16 02:17:12,499,1,igual necesario muestra uno todos prueba parecía operación tenido próximo lleva haz clic aquí,3,ZIP,spam
morillojulia@example.com,calistarocamora@example.org,Viagra barato,2025-08-16 17:09:42,450,3,dirección riesgo habría ii palabras desde enero oferta limitada,5,ZIP,spam
jose-mariordonez@example.com,earmengol@example.org,¡Gana dinero rápido!,2025-04-20 22:03:44,18,2,encima le p tipos resultados pregunta mira partes hombre objetivo medida uso reclama ya,2,PDF,spam
montserratdaniela@example.net,marcooliva@example.org,Confirmación de cita médica,2025-01-22 03:15:26,110,1,Estaba mirada lado y seguir. Vía otros económica aun voy francia mi.,1,DOCX,ham
azahar71@example.com,qbaena@example.net,Reunión de trabajo,2025-02-07 04:18:46,487,4,Paz oficial fuera eran sigue han. Vez cual podrá congreso. Estas dolor color señaló policía hacia argentina valores.,0,Ninguno,ham
tapiaabilio@example.org,nbarragan@example.org,Reporte semanal,2025-06-18 19:02:23,51,3,Quería el atención producto dice. Más ya sabe. Ocasión nuestra las próximo sectores.,0,PDF,ham
gonzalo78@example.net,elpidioduran@example.net,¡Gana dinero rápido!,2025-01-13 12:02:18,278,4,club espera usted importancia dirección marcha diez serie miguel que industria fuerzas entre mi resultado haz clic aquí,2,EXE,spam
collefrain@example.net,dpedrosa@example.net,Haz clic aquí para reclamar tu premio,2025-01-20 08:38:34,365,2,cada eso p natural esa gran haz clic aquí,2,ZIP,spam
losaemiliana@example.com,folmo@example.net,OFERTA exclusiva solo hoy,2025-08-21 14:02:54,252,4,número seguir sector mucho yo hicieron oferta limitada,4,PDF,spam
borja30@example.org,hverdejo@example.com,Trabajo desde casa y gana $$$,2025-07-28 06:30:41,169,3,existe muchos carácter asociación economía podía internacional oferta limitada,4,DOCX,spam
celestinoorozco@example.net,salomevives@example.net,Tareas pendientes,2025-08-11 05:30:25,103,1,Para creación conocimiento hace vino. Amigos pública creo problemas campo dónde aquellos. Unidad actual europea blanco aire.,0,DOCX,ham
amelianovoa@example.net,leandra21@example.net,Confirmación de cita médica,2025-08-11 15:28:35,97,5,Corte cuales m consumo líder le. Nuestros dicho le generales actitud instituciones problema. Imposible antonio dar base mal existe. Hacerlo victoria millones pablo.,1,DOCX,ham
caguila@example.net,leon08@example.org,Viagra barato,2025-03-31 12:35:55,275,3,sangre concepto mesa garcía su señor centro acto tu partes premio bueno dinero victoria reclama ya,5,DOCX,spam
cloe15@example.org,palomatorralba@example.org,Viagra barato,2025-03-12 12:56:22,178,1,es cada región ser aquel ir estudio tan español autor quien capacidad momento líder reclama ya,1,ZIP,spam
enriquecanas@example.com,valerorocio@example.net,OFERTA exclusiva solo hoy,2025-05-15 06:21:59,331,5,alta hizo los pequeño hijo país orden octubre medio internacional cerca haz clic aquí,3,DOCX,spam
amoroskike@example.com,zabellan@example.org,Reporte semanal,2025-06-18 15:47:13,207,2,Fernando ellos boca problemas. Historia aumento prensa es. Volvió esfuerzo servicios rosa internacional punto. Texto socialista mismos propio plan sé punto.,0,Ninguno,ham
kmoles@example.com,icardenas@example.com,Reporte semanal,2025-08-19 07:21:30,349,3,Habían conocer países dinero. Acciones mes única necesario junio g. Septiembre metros suerte finalmente día sí dólares. Fiscal noviembre cosa estaban materia hemos. Lleva sur mira demasiado mesa.,0,DOCX,ham
palmira19@example.org,sacristanflorentina@example.net,Invitación a cumpleaños,2025-01-18 00:50:33,485,2,Formas debía viene s. Energía exterior este. Distintas voz sueño jamás. Elementos comunidad donde programas le necesario. Área muy especialmente momentos esta dinero ya aquella.,1,DOCX,ham
emmaiborra@example.net,clementinagordillo@example.net,Reporte semanal,2025-07-20 01:05:35,155,1,Equipo ambos fuera conciencia solo punto d. B humano derecha otros julio blanca piel. Ni viejo causa pueblo puerto psoe han millones. Región campaña muy podrá todavía derecha.,1,DOCX,ham
ariel45@example.com,bautistagenoveva@example.org,Tareas pendientes,2025-08-07 02:23:11,148,5,Cambio libros condiciones régimen señora estudios. Miguel san saber vez quienes camino. Nuestros precisamente través aún. Quería hicieron poner arriba derechos efectos no viejo.,1,Ninguno,ham
amanda46@example.net,moratajose-luis@example.com,Viagra barato,2025-05-21 20:53:57,461,1,han interés necesidad desarrollo comenzó mujer hecho podría diez cantidad domingo difícil debía hombres reclama ya,5,PDF,spam
natividad69@example.net,psandoval@example.net,Invitación a cumpleaños,2025-07-05 07:25:10,450,3,Buena podía he palabra los donde. Pp saber tipo personal. Marco busca menor conjunto septiembre son luz mar. Imágenes ministro medidas intereses profesional otros. Aquel actividad arriba otra entre peor pp.,1,PDF,ham
boschcruz@example.org,aguilargaston@example.com,Reporte semanal,2025-04-29 10:36:18,11,2,Teatro información tú sí. Región trata llega ambos hospital son vuelta. Fue tratamiento mejor que con contra movimiento.,1,Ninguno,ham
doritaramirez@example.org,fortunato47@example.net,Trabajo desde casa y gana $$$,2025-07-12 18:52:26,162,5,compañía voluntad semana humano pueblo muerte luz actual recuerdo por tan sino dicho reclama ya,4,EXE,spam
carmonateresita@example.org,concha33@example.net,OFERTA exclusiva solo hoy,2025-06-22 08:40:10,388,4,salida formas abril blanca negro finalmente reclama ya,2,PDF,spam
hernandoheraclio@example.com,orozcogriselda@example.org,Invitación a cumpleaños,2025-04-25 08:36:37,383,4,Estas mejores mediante algunos. También obstante dicho está.,0,Ninguno,ham
xpalacio@example.org,palomodelia@example.net,Confirmación de cita médica,2025-05-09 14:27:23,430,1,Parte papel ningún recursos. Norte tú aquí también mitad imágenes. Han grupo tres acuerdo pasado hacen posible incluso.,1,Ninguno,ham
epifanio47@example.org,perlita45@example.net,Reunión de trabajo,2025-02-21 00:57:17,268,3,Acuerdo misma jamás durante. Pequeña región idea. Sol acuerdo interior memoria todas diversas agua democracia. Presencia principal se educación creación cuba.,0,Ninguno,ham
lorenatolosa@example.com,nuria80@example.net,Haz clic aquí para reclamar tu premio,2025-03-07 09:31:05,136,2,valores buenos cuadro esto boca buena haz clic aquí,1,PDF,spam
arizachus@example.com,hlujan@example.com,Reunión de trabajo,2025-05-17 05:46:40,449,3,Ve general parte dejar hacía me. Número fuego creo sistema consumo.,0,PDF,ham
rebollojuanito@example.com,lucas78@example.com,Invitación a cumpleaños,2025-07-05 06:26:00,428,3,Palabra generales flores quién niño cada. Vuelta méxico partes antonio lleva. Antonio joven debía pablo alguna defensa acción.,1,Ninguno,ham
borrasambar@example.com,elenatejada@example.org,OFERTA exclusiva solo hoy,2025-04-30 03:26:18,476,2,porque conciencia ii mujer no sido proceso victoria vuelta fuentes edad precisamente reclama ya,4,DOCX,spam
matasflora@example.org,fayuso@example.net,OFERTA exclusiva solo hoy,2025-07-20 19:33:19,412,3,partes señaló habla posición premio prensa pablo función información lenguaje alto paciente forma haz clic aquí,3,DOCX,spam
jaureguicleto@example.com,tere77@example.net,Trabajo desde casa y gana $$$,2025-06-19 11:06:53,272,2,congreso medida j capaz efecto fuerzas nuestra área ojos pequeño ejemplo puerto oferta limitada,3,DOCX,spam
aurelia59@example.net,niniguez@example.com,Haz clic aquí para reclamar tu premio,2025-04-12 16:33:57,208,5,aquellas hechos cuba resultados fuerzas hospital grupos operación sociedad oferta limitada,4,ZIP,spam
ibarraluis-angel@example.org,jordan94@example.net,Viagra barato,2025-06-08 23:17:52,159,3,era qué está izquierda explicó respuesta campaña van reclama ya,1,ZIP,spam
ymachado@example.net,patinomercedes@example.com,¡Gana dinero rápido!,2025-01-20 11:43:41,257,1,problema falta ellas sus mediante plazo actual ninguna hacia libertad oferta limitada,5,PDF,spam
vallsgraciela@example.com,aurora44@example.com,Invitación a cumpleaños,2025-08-12 21:31:57,268,3,Actividad segundo obra presidente. Argentina imposible cuatro estudios hoy habrá última. Vuelta juego papel minutos mucha.,0,DOCX,ham
yluz@example.org,uvillegas@example.com,Tareas pendientes,2025-05-16 10:25:16,215,3,Blanco estuvo imagen elecciones político tiene finalmente. Industria abril club contra dice. Precio sobre sistemas incluso hubiera. Nombre una principio fuentes. Yo mayor méxico casa apenas.,1,DOCX,ham
asaez@example.net,pestevez@example.com,Reunión de trabajo,2025-03-31 18:49:08,129,2,Ley creación atrás su entrada izquierda. U región partes control.,1,Ninguno,ham
jtorres@example.com,serafina88@example.net,Reunión de trabajo,2025-04-05 22:37:59,203,4,Puesto tal partido nombre régimen. Largo pasado i datos psoe entrar puntos bueno.,1,DOCX,ham
nicolaurosaura@example.org,ehigueras@example.com,Viagra barato,2025-08-07 07:27:33,76,3,diario tanto experiencia mejores este revolución situación corte estoy nosotros propia haz clic aquí,4,PDF,spam
hortensiacanas@example.net,quirino02@example.com,Viagra barato,2025-08-29 14:06:51,168,1,cómo favor período razón idea reclama ya,4,DOCX,spam
ocoll@example.com,pelayo60@example.net,Viagra barato,2025-02-16 05:43:43,250,3,final apoyo corte i única m hubiera sistemas mientras haz clic aquí,2,DOCX,spam
modesto73@example.com,pedroespana@example.net,Tareas pendientes,2025-01-19 17:16:55,130,1,Llevar propios programa pasó. Teatro tendrá según resto dar deseo puede edad. Puerta mes demás.,1,DOCX,ham
julia23@example.com,felixpons@example.net,OFERTA exclusiva solo hoy,2025-08-08 16:38:26,138,3,gran podía formas señaló tu voluntad cultura solo pensar orden acuerdo posición hechos oferta limitada,4,EXE,spam
eugenia25@example.net,lladojacinto@example.com,¡Gana dinero rápido!,2025-05-06 22:52:08,434,4,fútbol fuentes noche hablar especialmente fuerte presencia dicen haz clic aquí,2,EXE,spam
estrella19@example.net,urbanojulia@example.com,Confirmación de cita médica,2025-03-15 04:59:42,133,1,Relaciones tema siendo realizar rosa son hora servicio. Resultado hecho diversas humana pesar actual. Control algunos características quiero. Rodríguez enero amor días decía. Septiembre a lópez van qué.,1,PDF,ham
onunez@example.net,lpalacios@example.com,Reporte semanal,2025-04-26 17:31:53,439,2,Meses centros ambos dan. Hombres cuestión tierra trabajadores.,1,Ninguno,ham
oreal@example.org,roberto95@example.org,Trabajo desde casa y gana $$$,2025-08-22 17:37:55,371,3,precio ahí mi personal hacer mejores actividades algunos ello características resultado oferta limitada,2,PDF,spam
jorge43@example.com,qmancebo@example.com,OFERTA exclusiva solo hoy,2025-01-08 03:39:27,371,5,viene contrario largo industria opinión sabe poco menos haz clic aquí,2,DOCX,spam
valentinsevero@example.com,lcarbajo@example.org,Haz clic aquí para reclamar tu premio,2025-06-25 11:26:35,325,4,empresa o encima económico esa cantidad junto rey falta g miedo nosotros su hizo estructura reclama ya,1,PDF,spam
gaguilera@example.net,deborasarabia@example.org,Haz clic aquí para reclamar tu premio,2025-03-25 13:35:58,244,1,campaña podía creo políticas decir maría podrá actual información éxito reclama ya,4,ZIP,spam
aitorcanellas@example.org,jose-ramoncanizares@example.net,Reporte semanal,2025-06-27 20:19:17,130,2,Tan estar peso sistemas señaló ejemplo siendo. Cinco pueda diez nadie vio semana. Existencia educación sea mañana había.,0,PDF,ham
sebastianjimena@example.net,candelapineiro@example.net,Haz clic aquí para reclamar tu premio,2025-08-27 00:11:56,372,2,según compañía oposición sangre trata actual uso trabajar nadie alto suerte reclama ya,1,DOCX,spam
rferrera@example.org,reyes70@example.com,Invitación a cumpleaños,2025-08-02 06:55:35,32,3,Origen señora ambiente pueden construcción día pablo. Quiere has vuelve. Contenido profesional grandes campaña espera concepto habría. Sangre lado sentido. Poner van p medida estamos viaje objeto.,1,Ninguno,ham
vicentenovoa@example.net,purificacionsoriano@example.com,OFERTA exclusiva solo hoy,2025-03-27 19:21:15,37,5,llevar tal algunos esto paz esfuerzo pacientes oferta limitada,5,DOCX,spam
emperatrizjaen@example.net,zalmagro@example.org,Reunión de trabajo,2025-04-10 01:26:12,163,2,Espacio natural calle. Llega maría era. Civil apenas experiencia aquellas.,0,DOCX,ham
